Time - Plot 0,Amplitude - Plot 0
0,-4.17E-10
1,-1.97E-12
2,1.82E-11
3,5.24E-11
4,7.54E-11
5,8.07E-11
6,2.66E-11
7,-5.72E-11
8,-6.67E-11
9,-1.51E-10
10,-2.07E-10
11,-2.02E-10
12,-2.39E-10
13,-3.10E-10
14,-3.53E-10
15,-3.93E-10
16,-3.20E-10
17,-1.41E-10
18,-6.92E-11
19,5.07E-11
20,9.98E-13
21,1.09E-10
22,3.81E-10
23,7.77E-10
24,1.43E-09
25,1.74E-09
26,3.30E-09
27,2.81E-09
28,1.53E-09
29,-1.60E-10
30,-2.72E-10
31,-3.04E-10
32,-7.00E-10
33,-1.42E-09
34,-2.22E-09
35,-2.94E-09
36,-3.03E-09
37,-1.14E-09
38,-4.53E-10
39,1.37E-11
40,6.54E-11
41,3.39E-10
42,1.34E-09
43,3.18E-09
44,6.37E-09
45,7.65E-09
46,5.92E-09
47,3.44E-09
48,8.99E-10
49,-1.82E-10
50,-3.46E-10
51,-6.19E-10
52,-3.11E-09
53,-5.99E-09
54,-1.38E-08
55,-6.62E-08
56,-7.97E-08
57,-7.46E-08
58,-4.27E-08
59,-8.70E-09
60,1.50E-10
61,7.23E-10
62,5.61E-09
63,1.43E-08
64,2.48E-08
65,3.94E-08
66,2.61E-08
67,2.16E-08
68,6.19E-09
69,6.03E-10
70,-4.81E-10
71,-1.03E-09
72,-9.54E-09
73,-1.99E-08
74,-5.20E-08
75,-5.07E-08
76,-7.98E-08
77,-7.65E-09
78,-4.53E-09
79,-7.99E-10
80,1.97E-10
81,9.10E-10
82,6.69E-09
83,5.23E-08
84,1.86E-07
85,2.34E-07
86,1.54E-07
87,2.45E-06
88,5.89E-08
89,8.59E-10
90,-6.19E-10
91,-1.83E-09
92,-1.25E-08
93,-9.48E-06
94,-6.11E-06
95,-3.28E-06
96,-2.25E-06
97,-1.87E-06
98,-1.04E-06
99,-1.25E-07
100,3.56E-10
101,3.31E-09
102,1.40E-08
103,4.76E-07
104,5.13E-08
105,1.02E-07
106,1.83E-07
107,2.88E-07
108,7.83E-07
109,8.60E-08
110,-7.28E-10
111,-2.47E-09
112,-1.21E-08
113,-9.55E-08
114,-1.66E-06
115,-1.58E-06
116,-2.28E-07
117,-2.91E-07
118,-4.69E-07
119,-1.05E-07
120,4.89E-10
121,1.33E-08
122,2.26E-08
123,3.89E-07
124,1.63E-07
125,2.69E-07
126,3.32E-07
127,2.14E-07
128,8.29E-08
129,8.34E-09
130,-1.05E-09
131,-1.18E-07
132,-5.77E-08
133,-5.25E-07
134,-1.42E-06
135,-1.28E-06
136,-1.19E-06
137,-1.02E-06
138,-4.85E-07
139,-9.81E-08
140,7.73E-10
141,2.27E-08
142,2.04E-07
143,2.20E-06
144,6.00E-07
145,9.84E-07
146,1.05E-06
147,5.57E-07
148,1.88E-07
149,2.47E-08
150,-1.25E-09
151,-2.05E-08
152,-2.25E-07
153,-6.50E-07
154,-3.40E-07
155,-1.04E-06
156,-4.50E-07
157,-1.05E-06
158,-2.63E-07
159,-3.40E-08
160,1.00E-09
161,5.24E-08
162,3.33E-07
163,6.08E-07
164,1.40E-06
165,2.66E-06
166,2.31E-06
167,1.45E-06
168,5.37E-07
169,6.57E-08
170,-1.47E-09
171,-6.21E-08
172,-8.61E-08
173,-4.13E-07
174,-4.47E-07
175,-3.96E-07
176,-4.75E-07
177,-2.93E-07
178,-7.55E-08
179,-1.00E-08
180,1.15E-09
181,1.13E-08
182,6.07E-08
183,5.95E-07
184,1.91E-06
185,3.93E-06
186,4.04E-06
187,2.51E-06
188,9.02E-07
189,1.03E-07
190,-1.89E-09
191,-2.22E-08
192,-7.93E-08
193,-4.58E-07
194,-7.09E-07
195,-1.66E-06
196,-1.43E-06
197,-3.44E-07
198,-8.31E-08
199,-8.93E-09
200,1.50E-09
201,1.18E-08
202,1.12E-07
203,1.41E-06
204,3.53E-06
205,6.26E-06
206,5.44E-06
207,3.81E-06
208,1.23E-06
209,1.22E-07
210,-2.28E-09
211,-2.15E-08
212,-1.07E-07
213,-1.57E-07
214,-4.21E-07
215,-4.08E-07
216,-5.96E-07
217,-3.21E-07
218,-1.01E-07
219,-1.51E-08
220,1.85E-09
221,1.38E-08
222,1.73E-07
223,1.68E-06
224,4.99E-06
225,9.37E-06
226,9.56E-06
227,5.97E-06
228,2.12E-06
229,2.55E-07
230,-2.56E-09
231,-1.07E-07
232,-2.09E-07
233,-6.68E-07
234,-1.09E-06
235,-1.19E-06
236,-7.85E-07
237,-3.85E-07
238,-9.25E-08
239,-2.80E-08
240,2.20E-09
241,1.23E-08
242,1.62E-07
243,2.06E-06
244,7.15E-06
245,1.23E-05
246,1.31E-05
247,7.72E-06
248,2.69E-06
249,2.85E-07
250,-3.00E-09
251,-8.18E-08
252,-1.23E-07
253,-3.40E-07
254,-9.02E-07
255,-6.32E-07
256,-5.03E-07
257,-2.64E-07
258,-8.88E-08
259,-1.40E-08
260,2.74E-09
261,1.32E-08
262,2.97E-07
263,3.63E-06
264,1.30E-05
265,1.92E-05
266,1.91E-05
267,1.13E-05
268,3.74E-06
269,4.45E-07
270,-3.72E-09
271,-3.03E-08
272,-2.62E-07
273,-7.56E-07
274,-1.97E-06
275,-1.44E-06
276,-1.30E-06
277,-5.32E-07
278,-1.61E-07
279,-2.16E-08
280,3.26E-09
281,2.08E-08
282,7.51E-07
283,4.72E-06
284,1.78E-05
285,2.61E-05
286,2.54E-05
287,1.56E-05
288,5.73E-06
289,8.10E-07
290,-3.14E-09
291,-4.16E-07
292,-2.65E-07
293,-1.65E-06
294,-2.09E-06
295,-4.69E-06
296,-2.50E-06
297,-1.19E-06
298,-2.78E-07
299,-3.41E-08
