-3.627E-5	-4.685E-10
0.515	1.600E-10
0.980	3.100E-10
1.348	3.829E-10
1.585	2.614E-10
1.667	-1.892E-10
1.585	-2.353E-10
1.348	-3.511E-10
0.980	-3.402E-10
0.515	-4.058E-10
-3.802E-5	-3.252E-10
-0.515	-3.495E-10
-0.980	-4.152E-10
-1.348	-4.440E-10
-1.585	-4.361E-10
-1.667	-7.024E-11
-1.585	-1.460E-10
-1.348	-2.062E-10
-0.980	1.902E-10
-0.515	2.472E-10
-7.115E-5	4.225E-10
1.030	3.016E-10
1.959	3.103E-10
2.696	3.330E-10
3.170	1.120E-10
3.335	1.424E-10
3.170	9.182E-11
2.696	-3.680E-10
1.959	-3.986E-10
1.030	-6.802E-10
-3.741E-5	-5.930E-10
-1.030	-5.107E-10
-1.959	-7.236E-10
-2.697	-3.322E-10
-3.172	-3.528E-10
-3.337	-1.992E-10
-3.172	-9.124E-11
-2.697	1.433E-10
-1.959	-5.960E-11
-1.030	3.076E-10
-6.826E-5	1.209E-10
1.545	4.497E-10
2.939	5.742E-10
4.047	5.364E-10
4.756	4.185E-10
5.000	3.238E-10
4.756	-2.238E-10
4.047	-7.969E-10
2.939	-4.243E-10
1.545	-3.627E-10
-4.607E-5	-8.319E-10
-1.545	-5.986E-10
-2.941	-1.852E-10
-4.049	-6.776E-10
-4.758	-4.051E-10
-5.002	-4.639E-10
-4.758	-3.107E-11
-4.049	2.842E-10
-2.941	4.871E-10
-1.545	3.897E-10
-6.233E-5	6.281E-10
2.060	4.357E-10
3.921	7.268E-10
5.393	6.686E-10
6.343	3.741E-10
6.669	-3.289E-11
6.343	-6.807E-11
5.393	-2.704E-10
3.921	-2.228E-10
2.060	-5.004E-10
-4.888E-5	-5.100E-10
-2.060	-4.457E-10
-3.923	-6.449E-10
-5.395	-4.630E-10
-6.344	-1.139E-10
-6.671	-1.407E-10
-6.344	7.518E-11
-5.395	3.343E-10
-3.923	3.284E-10
-2.060	8.258E-10
-7.046E-5	6.221E-10
2.575	8.521E-10
4.898	6.286E-10
6.744	8.160E-10
7.925	1.238E-8
8.334	5.407E-8
7.925	3.113E-8
6.746	8.017E-9
4.898	1.246E-10
2.575	-3.290E-10
-4.106E-5	-7.494E-10
-2.576	-7.173E-10
-4.900	-7.366E-10
-6.746	-7.460E-10
-7.927	-5.676E-10
-8.335	-2.714E-10
-7.927	1.750E-10
-6.746	1.482E-10
-4.900	1.318E-10
-2.576	7.670E-10
-7.327E-5	5.711E-10
3.090	4.222E-10
5.880	5.679E-10
8.090	9.054E-10
9.513	4.966E-9
10.001	1.266E-7
9.512	1.548E-7
8.090	2.798E-8
5.880	8.467E-8
3.091	3.473E-6
-4.334E-5	-8.436E-10
-3.092	-5.089E-7
-5.881	-2.672E-7
-8.092	-5.301E-8
-9.514	-5.483E-8
-10.002	-5.445E-8
-9.514	-1.395E-8
-8.092	-8.133E-9
-5.880	-1.501E-9
-3.092	-2.175E-10
-8.308E-5	8.913E-10
3.607	1.384E-9
6.860	2.925E-8
9.441	1.906E-7
11.096	1.780E-7
11.669	4.001E-7
11.096	1.426E-7
9.441	2.627E-7
6.860	5.882E-8
3.607	1.057E-9
-4.356E-5	-9.051E-10
-3.609	-1.063E-9
-6.862	-1.543E-8
-9.443	-1.635E-8
-11.098	-1.125E-8
-11.670	-1.144E-8
-11.098	-4.160E-9
-9.443	-9.821E-10
-6.862	5.059E-10
-3.609	6.409E-10
-7.160E-5	7.276E-10
4.122	8.326E-10
7.837	2.137E-7
10.787	6.779E-7
12.681	2.303E-7
13.331	2.770E-7
12.681	2.093E-7
10.787	6.719E-8
7.837	4.407E-7
4.122	1.677E-8
-4.607E-5	-1.199E-9
-4.124	-1.131E-9
-7.839	-1.214E-9
-10.788	-3.821E-9
-12.683	-2.048E-8
-13.333	-6.638E-8
-12.683	-1.542E-8
-10.788	-2.505E-9
-7.839	-5.117E-11
-4.124	7.772E-10
-7.396E-5	7.998E-10
4.637	2.213E-9
8.819	8.715E-8
12.039	7.018E-7
14.266	5.810E-8
15.000	2.163E-7
14.266	1.221E-7
12.137	1.677E-7
8.819	3.298E-7
4.637	2.895E-8
-5.147E-5	-1.125E-9
-4.638	-1.616E-9
-8.821	-1.207E-9
-12.139	-2.861E-9
-14.268	-1.727E-8
-15.002	-1.699E-8
-14.268	-1.124E-8
-12.139	-2.194E-9
-8.821	2.234E-11
-4.638	8.904E-10
-7.137E-5	1.020E-9
5.151	6.940E-9
9.798	3.131E-7
13.482	1.152E-6
15.849	3.856E-7
16.666	2.623E-7
15.849	2.280E-7
13.482	8.208E-8
9.798	4.569E-8
5.151	2.125E-10
-4.189E-5	-1.049E-9
-5.152	-9.013E-10
-9.800	-2.314E-9
-13.484	-6.359E-8
-15.850	-1.279E-7
-16.667	-1.684E-7
-15.850	-3.251E-8
-13.484	-2.562E-8
-9.800	-6.456E-9
-5.152	2.558E-10
-7.692E-5	1.126E-9
5.666	4.962E-9
10.776	5.370E-7
14.833	2.608E-7
17.433	7.393E-7
18.331	4.905E-7
17.429	6.106E-7
14.833	9.901E-8
10.776	8.309E-8
5.666	4.572E-9
-4.850E-5	-1.455E-9
-5.667	-1.583E-9
-10.778	-1.455E-9
-14.834	-1.009E-8
-17.438	-2.670E-9
-18.332	-1.232E-8
-17.438	-3.686E-9
-14.834	-9.638E-10
-10.778	7.910E-10
-5.667	8.154E-10
-6.689E-5	9.272E-10
6.182	2.295E-9
11.758	1.753E-7
16.178	1.112E-6
19.019	2.523E-7
