/vpos_gain_ninv X,/vpos_gain_ninv YRe,/vpos_gain_ninv YReImag
1e-05,2.070226055631409,16.9353289473263
1.827797299627182e-05,6.685873590748646,29.92305424875632
3.340842968524418e-05,20.0993005479984,49.21533174593448
6.106383756347389e-05,50.31331909660633,67.40212028380313
0.0001116123174033905,91.47168947433399,67.04191659856116
0.000204004692355049,121.1322000503583,48.5715364595935
0.0003728792257978325,134.1529194104873,29.42814346076131
0.0006815476420003525,138.6126938633606,16.63155537034191
0.001245730939615518,140.0055397852742,9.183277915127469
0.002276943647491275,140.4268598910371,5.025900349303151
0.004161791450287818,140.5500260624534,2.728050705110157
0.007606911174447567,140.5763028691575,1.451881623320455
0.0139038917031591,140.5561942140232,0.7341362131629644
0.02541349570934297,140.5006197336411,0.3393863577567693
0.04645071883162406,140.4404220365839,0.1487812959734424
0.08490249844618394,140.4060953200192,0.06658772462538207
0.155184557391536,140.3928779664874,0.02671388652897239
0.283645914944089,140.3885748085508,0.000576927884927277
0.5184472373850871,140.3872471970659,-0.02467745655321478
0.9476164604916348,140.3868276717306,-0.05907134542225981
1.732050807568878,140.3866381798273,-0.1155927379180124
3.165837788891475,140.3863688377746,-0.2154469338079092
5.786509761593527,140.3855779667804,-0.396070539292296
10.57656691650698,140.382968473088,-0.7251702983910917
19.33182044931764,140.3742610247214,-1.326064971978245
35.33464921414031,140.3451814924869,-2.423653276460347
64.58457641687939,140.2481187738257,-4.427113176663567
118.0475143723375,139.9248107530679,-8.073481475820168
215.7669279974594,138.8553248444395,-14.6449186571735
394.378208342609,135.3969729045813,-26.10700751432869
720.8434242404268,124.9871807575599,-44.08185115161118
1317.555664280663,99.37948750339937,-64.22192763905902
2408.224685280693,58.74038261023754,-69.95611067524302
4401.746576651572,24.30649510550899,-54.41252547804698
8045.500506446934,7.535507956213952,-34.06514282810606
14705.54409983283,1.530596640493623,-19.46949219049656
26878.75379522288,-0.3736963019152862,-10.77909164955042
49128.91360425225,-0.9533936189981561,-5.886900048553255
89797.69561946938,-1.125977059136146,-3.161033377118584
164131.9855660097,-1.170977482590221,-1.613421096850915
300000,-1.161147262377928,-0.6704017014946677
