/Idpi/MIx/S (vgsp_il=0.4) X,/Idpi/MIx/S (vgsp_il=0.4) Y,/Idpi/MIx/S (vgsp_il=0.4519324) X,/Idpi/MIx/S (vgsp_il=0.4519324) Y,/Idpi/MIx/S (vgsp_il=0.5106072) X,/Idpi/MIx/S (vgsp_il=0.5106072) Y,/Idpi/MIx/S (vgsp_il=0.5768998) X,/Idpi/MIx/S (vgsp_il=0.5768998) Y,/Idpi/MIx/S (vgsp_il=0.6517993) X,/Idpi/MIx/S (vgsp_il=0.6517993) Y,/Idpi/MIx/S (vgsp_il=0.736423) X,/Idpi/MIx/S (vgsp_il=0.736423) Y,/Idpi/MIx/S (vgsp_il=0.8320335) X,/Idpi/MIx/S (vgsp_il=0.8320335) Y,/Idpi/MIx/S (vgsp_il=0.9400572) X,/Idpi/MIx/S (vgsp_il=0.9400572) Y,/Idpi/MIx/S (vgsp_il=1.062106) X,/Idpi/MIx/S (vgsp_il=1.062106) Y,/Idpi/MIx/S (vgsp_il=1.2) X,/Idpi/MIx/S (vgsp_il=1.2) Y
0,1.907383639367682e-12,0,1.908548282404978e-12,0,1.912731209675662e-12,0,1.932200671543484e-12,0,2.051187743175132e-12,0,3.014411824707067e-12,0,2.583087134911167e-11,0,2.104573386147253e-07,0,9.878923121516529e-07,0,1.054995323672037e-06
0.001,1.907384916143791e-12,0.001,1.908548286756497e-12,0.001,1.912731222800327e-12,0.001,1.93220087072289e-12,0.001,2.051187975648705e-12,0.001,3.051334880564361e-12,0.001,2.613717487594e-11,0.001,2.104573744265807e-07,0.001,9.878914826178899e-07,0.001,1.054995426209085e-06
0.003,1.907384219475359e-12,0.003,1.908548286644494e-12,0.003,1.912731222627456e-12,0.003,1.9322008761198e-12,0.003,2.05118805203128e-12,0.003,3.063098418892848e-12,0.003,2.614637618318525e-11,0.003,2.104574459638455e-07,0.003,9.878916192392405e-07,0.003,1.054995631007258e-06
0.006,1.907384042239914e-12,0.006,1.908548286643993e-12,0.006,1.91273122262566e-12,0.006,1.932200876444903e-12,0.006,2.051188073986424e-12,0.006,3.074938594591949e-12,0.006,2.61598366354668e-11,0.006,2.104575531490972e-07,0.006,9.87891916776088e-07,0.006,1.054995937859453e-06
0.006000000208854167,1.907410457084805e-12,0.006000000208794317,1.908548266772887e-12,0.006000000208741345,1.912730919741176e-12,0.006000000208694459,1.932200876593949e-12,0.006000000208652961,2.051188073358155e-12,0.006000000208616232,3.074955407737966e-12,0.006000000208583724,2.615983663796774e-11,0.006000000208554951,2.104575531490589e-07,0.006000000208529485,9.878919167826032e-07,0.006000000208506944,1.054995937859477e-06
0.0060000006265625,1.907415622735771e-12,0.006000000626382951,1.908548293644033e-12,0.006000000626224034,1.912731352411018e-12,0.006000000626083378,1.932200878025118e-12,0.006000000625958884,2.051188081065129e-12,0.006000000625848696,3.074955480027361e-12,0.006000000625751172,2.615983664523107e-11,0.006000000625664853,2.104575531491382e-07,0.006000000625588454,9.878919167827241e-07,0.006000000625520833,1.054995937859529e-06
0.006000001461979166,1.90741435541138e-12,0.006000001461560218,1.908548287378678e-12,0.006000001461189412,1.912731249075265e-12,0.006000001460861215,1.932200876761502e-12,0.006000001460570729,2.051188076269565e-12,0.006000001460313624,3.07495545772931e-12,0.006000001460086069,2.615983664480612e-11,0.006000001459884658,2.104575531491347e-07,0.006000001459706391,9.878919167827173e-07,0.006000001459548611,1.054995937859597e-06
0.006000002176273923,1.907414023239118e-12,0.006000002175054484,1.90854828816586e-12,0.006000002173974311,1.91273122233216e-12,0.006000002173017579,1.93220087650974e-12,0.006000002172170235,2.051188073910667e-12,0.006000002171419822,3.074955458398056e-12,0.006000002170755289,2.615983664398997e-11,0.006000002170166814,2.104575531491711e-07,0.006000002169645706,9.878919167828003e-07,0.006000002169184255,1.054995937859675e-06
0.006000003096605545,1.907414011086962e-12,0.006000003094193149,1.908548289998645e-12,0.006000003092055955,1.912731223584778e-12,0.006000003090162758,1.932200879061445e-12,0.006000003088485837,2.051188076568918e-12,0.006000003087000602,3.074955461492818e-12,0.006000003085685231,2.615983665177692e-11,0.006000003084520333,2.104575531492184e-07,0.006000003083488736,9.878919167828886e-07,0.006000003082575203,1.054995937859803e-06
0.006000004365631513,1.907414049007135e-12,0.006000004361446544,1.908548327897494e-12,0.006000004357738886,1.912731260135511e-12,0.006000004354454431,1.932200914986464e-12,0.006000004351545118,2.051188114690802e-12,0.006000004348968301,3.07495550475661e-12,0.00600000434668613,2.615983670338703e-11,0.006000004344664987,2.104575531495477e-07,0.006000004342875087,9.878919167836455e-07,0.006000004341289999,1.054995937860667e-06
