/I0/vpos_gain X,/I0/vpos_gain YRe,/I0/vpos_gain YReImag
1e-05,-143.6162813437469,-2.678183161031092e-05
1.827797299627182e-05,-143.6162890398197,-4.721140108880865e-05
3.340842968524418e-05,-143.6163114349872,-7.705368586091538e-05
6.106383756347389e-05,-143.6163616070236,-0.0001028728292460116
0.0001116123174033905,-143.6164283660628,-9.417419042921712e-05
0.000204004692355049,-143.6164721594012,-5.175398166554876e-05
0.0003728792257978325,-143.6164850107221,-5.469710230007689e-06
0.0006815476420003525,-143.6164831002357,3.631023619484204e-05
0.001245730939615518,-143.6164781641033,8.378668353983605e-05
0.002276943647491275,-143.6164751664802,0.0001575598089550986
0.004161791450287818,-143.6164739416541,0.0002887641212028831
0.007606911174447567,-143.6164733969997,0.0005278529216992271
0.0139038917031591,-143.6164729640353,0.0009646285344268355
0.02541349570934297,-143.6164720677877,0.001762482912345492
0.04645071883162406,-143.616470920599,0.0032199358262168
0.08490249844618394,-143.6164700296632,0.00588348072848383
0.155184557391536,-143.6164691922891,0.01075231753975562
0.283645914944089,-143.616467209466,0.0196521314810508
0.5184472373850871,-143.6164608004754,0.0359195846657279
0.9476164604916348,-143.6164396747292,0.06565341858942765
1.732050807568878,-143.6163690987626,0.1200009218741459
3.165837788891475,-143.6161333165827,0.2193369115288816
5.786509761593527,-143.6153456111452,0.4009011576964228
10.57656691650698,-143.6127140739615,0.7327525390280523
19.33182044931764,-143.6039232239126,1.339240740404666
35.33464921414031,-143.5745622121219,2.447357829570282
64.58457641687939,-143.476559078283,4.470206647890102
118.0475143723375,-143.1501183474936,8.151956664562539
215.7669279974594,-142.0702695205675,14.7872106790526
394.378208342609,-138.5784074195887,26.36065051255905
720.8434242404268,-128.0677481806372,44.51020469880912
1317.555664280663,-102.2119255321872,64.8464283922185
2408.224685280693,-61.17904105593205,70.63800144454237
4401.746576651572,-26.41149486758267,54.94714859611472
8045.500506446934,-9.477978114314741,34.40872086082326
14705.54409983283,-3.414797160716294,19.68281985014326
26878.75379522288,-1.491767925541823,10.92864789959889
49128.91360425225,-0.9054799656916728,6.026439615554716
89797.69561946938,-0.7278293720463082,3.342590297952754
164131.9855660097,-0.6705912426850722,1.905040448104197
300000,-0.640059398265082,1.180260450432625
