/cix_pulse<0> (vgsp_il=0.4) X,/cix_pulse<0> (vgsp_il=0.4) Y,/cix_pulse<0> (vgsp_il=0.4519324) X,/cix_pulse<0> (vgsp_il=0.4519324) Y,/cix_pulse<0> (vgsp_il=0.5106072) X,/cix_pulse<0> (vgsp_il=0.5106072) Y,/cix_pulse<0> (vgsp_il=0.5768998) X,/cix_pulse<0> (vgsp_il=0.5768998) Y,/cix_pulse<0> (vgsp_il=0.6517993) X,/cix_pulse<0> (vgsp_il=0.6517993) Y,/cix_pulse<0> (vgsp_il=0.736423) X,/cix_pulse<0> (vgsp_il=0.736423) Y,/cix_pulse<0> (vgsp_il=0.8320335) X,/cix_pulse<0> (vgsp_il=0.8320335) Y,/cix_pulse<0> (vgsp_il=0.9400572) X,/cix_pulse<0> (vgsp_il=0.9400572) Y,/cix_pulse<0> (vgsp_il=1.062106) X,/cix_pulse<0> (vgsp_il=1.062106) Y,/cix_pulse<0> (vgsp_il=1.2) X,/cix_pulse<0> (vgsp_il=1.2) Y
0,1.03327649525499e-06,0,1.033276683347725e-06,0,1.033275692281031e-06,0,1.033271276174659e-06,0,1.033246155476941e-06,0,1.033111522017581e-06,0,1.03285005159817e-06,0,1.032669036275867e-06,0,1.032647191272373e-06,0,1.032646802649865e-06
0.001,1.033280427550618e-06,0.001,1.033276683674681e-06,0.001,1.033275869281161e-06,0.001,1.033271276173397e-06,0.001,1.033246244049534e-06,0.001,1.033111853187311e-06,0.001,1.032850078741745e-06,0.001,1.032669458523089e-06,0.001,1.032647252168029e-06,0.001,1.032646863609132e-06
0.003,1.033276998056156e-06,0.003,1.033276683592833e-06,0.003,1.03327571887545e-06,0.003,1.033271276146156e-06,0.003,1.033246129790608e-06,0.003,1.033111637333687e-06,0.003,1.03285007804588e-06,0.003,1.032669291753931e-06,0.003,1.032647200417943e-06,0.003,1.032646810270063e-06
0.006,1.03327649246331e-06,0.006,1.033276683628897e-06,0.006,1.033275711137567e-06,0.006,1.033271276172344e-06,0.006,1.033246094131354e-06,0.006,1.033111610556835e-06,0.006,1.032850077029649e-06,0.006,1.03266913875668e-06,0.006,1.032647198976272e-06,0.006,1.032646808745774e-06
0.006000000208854167,1.033277144956762e-06,0.006000000208794317,1.033276683617704e-06,0.006000000208741345,1.033275712410086e-06,0.006000000208694459,1.033271276173964e-06,0.006000000208652961,1.03324609342843e-06,0.006000000208616232,1.0331116139262e-06,0.006000000208583724,1.032850077027235e-06,0.006000000208554951,1.032669136185138e-06,0.006000000208529485,1.032647281703625e-06,0.006000000208506944,1.032646898183666e-06
0.0060000006265625,1.033278478980175e-06,0.006000000626382951,1.033276683572688e-06,0.006000000626224034,1.033275714994765e-06,0.006000000626083378,1.033271276181464e-06,0.006000000625958884,1.033246092404621e-06,0.006000000625848696,1.033111620239561e-06,0.006000000625751172,1.032850077024436e-06,0.006000000625664853,1.032669133058512e-06,0.006000000625588454,1.032647441829451e-06,0.006000000625520833,1.032647071235577e-06
0.006000001461979166,1.033281478368932e-06,0.006000001461560218,1.033276683606483e-06,0.006000001461189412,1.033275720763659e-06,0.006000001460861215,1.033271276188388e-06,0.006000001460570729,1.033246091979667e-06,0.006000001460313624,1.033111631808206e-06,0.006000001460086069,1.032850077032958e-06,0.006000001459884658,1.03266913176376e-06,0.006000001459706391,1.032647676279305e-06,0.006000001459548611,1.032647324398787e-06
0.006000002176273923,1.033283843127498e-06,0.006000002175054484,1.033276683570167e-06,0.006000002173974311,1.033275725291354e-06,0.006000002173017579,1.0332712761356e-06,0.006000002172170235,1.033246092439061e-06,0.006000002171419822,1.033111639679377e-06,0.006000002170755289,1.032850076954474e-06,0.006000002170166814,1.032669133077637e-06,0.006000002169645706,1.032647800774643e-06,0.006000002169184255,1.032647458637966e-06
0.006000003096605545,1.033286110606094e-06,0.006000003094193149,1.033276682832634e-06,0.006000003092055955,1.033275728901195e-06,0.006000003090162758,1.033271275438753e-06,0.006000003088485837,1.033246092611434e-06,0.006000003087000602,1.033111646004064e-06,0.006000003085685231,1.032850076057731e-06,0.006000003084520333,1.032669134399754e-06,0.006000003083488736,1.032647894533139e-06,0.006000003082575203,1.032647559615863e-06
0.006000004365631513,1.033287912172362e-06,0.006000004361446544,1.033276669175338e-06,0.006000004357738886,1.033275718823716e-06,0.006000004354454431,1.033271262507723e-06,0.006000004351545118,1.033246080545418e-06,0.006000004348968301,1.033111637300576e-06,0.00600000434668613,1.032850059971063e-06,0.006000004344664987,1.032669118515634e-06,0.006000004342875087,1.032647937821206e-06,0.006000004341289999,1.032647604633945e-06
0.006000006087613326,1.03328876361914e-06,0.00600000608086988,1.03327649131061e-06,0.006000006074895625,1.033275544231066e-06,0.006000006069603346,1.033271093764792e-06,0.006000006064915584,1.033245912442193e-06,0.006000006060763598,1.033111455300324e-06,0.006000006057086386,1.032849850399968e-06,0.006000006053829782,1.032668882963038e-06,0.006000006050945782,1.032647697745034e-06,0.006000006048391799,1.032647323724242e-06
0.006000008348117652,1.0332877157276e-06,0.006000008337863167,1.033275084880012e-06,0.006000008328778718,1.033274147921177e-06,0.006000008320731559,1.033269757986259e-06,0.006000008313603809,1.033244576767148e-06,0.006000008307290867,1.033109989985257e-06,0.006000008301699917,1.032848188555919e-06,0.006000008296748563,1.032667002689424e-06,0.006000008292363781,1.032645554593073e-06,0.006000008288480797,1.032644836926637e-06
0.00600001121184909,1.03328106071751e-06,0.006000011196903908,1.033268246372612e-06,0.006000011183664729,1.033267350716316e-06,0.006000011171937825,1.033263253889713e-06,0.006000011161551205,1.033238067694311e-06,0.006000011152352273,1.033102841124324e-06,0.00600001114420565,1.032840081059294e-06,0.006000011136991184,1.032657821596273e-06,0.006000011130602392,1.032635050848473e-06,0.006000011124944835,1.032632646747921e-06
