/vpos_gain_ninv_cm X,/vpos_gain_ninv_cm YRe,/vpos_gain_ninv_cm YReImag
1e-05,-1.289660824466009e-07,-3.38317664650595e-07
1.827797299627182e-05,-1.193111302350276e-06,-1.615708522911737e-06
3.340842968524418e-05,-8.207511125530837e-06,-4.902886515631755e-06
6.106383756347389e-05,-3.533171051593938e-05,-3.154088582744812e-06
0.0001116123174033905,-9.842131492813175e-05,2.748886576369647e-05
0.000204004692355049,-0.0002332417340010957,0.0001115411454835172
0.0003728792257978325,-0.0005921925698805743,0.0003006796170499898
0.0006815476420003525,-0.00164699116736045,0.000758830850064749
0.001245730939615518,-0.004911616759223905,0.002033477320451799
0.002276943647491275,-0.01495894435821157,0.006738235567256734
0.004161791450287818,-0.04195714812717783,0.02696316059175897
0.007606911174447567,-0.0915333370225877,0.1013742956488162
0.0139038917031591,-0.1285839810336611,0.2880219340710061
0.02541349570934297,-0.08381022332371053,0.6233436017229708
0.04645071883162406,0.142506001482831,1.140830412420634
0.08490249844618394,0.7640729544446263,1.788493055457872
0.155184557391536,1.918253239002526,2.159488202662132
0.283645914944089,3.101334723707002,1.843655665177254
0.5184472373850871,3.764062225636504,1.211419336751
0.9476164604916348,4.017487240255931,0.7048038929801833
1.732050807568878,4.099768198660381,0.3923453550111616
3.165837788891475,4.12502445882035,0.2144575802637191
5.786509761593527,4.132640205844178,0.1148643180216185
10.57656691650698,4.134918652055671,0.05798636373571876
19.33182044931764,4.135579858257521,0.02279068828120366
35.33464921414031,4.135706790987869,-0.003869687134945297
64.58457641687939,4.135507521605905,-0.03198029638621407
118.0475143723375,4.134655398296754,-0.07206812055909317
215.7669279974594,4.131754957554622,-0.13909786616196
394.378208342609,4.122073100772279,-0.2578086450147675
720.8434242404268,4.089996555033849,-0.4703451595182536
1317.555664280663,3.985800242492321,-0.8424598251377571
2408.224685280693,3.667763300616813,-1.437543312140665
4401.746576651572,2.856138172395646,-2.14758555557723
8045.500506446934,1.475635978491494,-2.432141198539981
14705.54409983283,0.2075848467994893,-1.936939565037152
26878.75379522288,-0.4435951909221469,-1.175599757214786
49128.91360425225,-0.6725865290683385,-0.5605271765306398
89797.69561946938,-0.7098524799137477,-0.09849377292415076
164131.9855660097,-0.5969116178765338,0.3111775658810215
300000,-0.1983027747288947,0.6272980471494704
