/I0/vpos_gain X,/I0/vpos_gain YRe,/I0/vpos_gain YReImag
1e-05,-144.1799083168656,9.076895728413713e-05
1.827797299627182e-05,-144.1799043967341,0.0001658278351369095
3.340842968524418e-05,-144.1798925015453,0.0003024199540581286
6.106383756347389e-05,-144.1798466103983,0.0005462617281176946
0.0001116123174033905,-144.1797093500853,0.000948408126467722
0.000204004692355049,-144.1793955234148,0.001505113079290297
0.0003728792257978325,-144.1789424924883,0.002197535293218859
0.0006815476420003525,-144.1784775178089,0.003201203813537916
0.001245730939615518,-144.1781176726542,0.004941248576602835
0.002276943647491275,-144.177934796271,0.008271176751407988
0.004161791450287818,-144.1778676886952,0.01462027268970242
0.007606911174447567,-144.1778402787838,0.02643160579616461
0.0139038917031591,-144.1778239864174,0.04814024062554061
0.02541349570934297,-144.1777179541577,0.08786743483908314
0.04645071883162406,-144.1775927362975,0.1604906385283635
0.08490249844618394,-144.1771054556607,0.2932504999245441
0.155184557391536,-144.1757032878225,0.53593642748555
0.283645914944089,-144.1710187884864,0.9795157592254516
0.5184472373850871,-144.1553707391936,1.790141267829476
0.9476164604916348,-144.1031177730951,3.2708129202895
1.732050807568878,-143.9288244404478,5.971112318889213
3.165837788891475,-143.3495968772429,10.86985145885713
5.786509761593527,-141.4479997451321,19.6030857764805
10.57656691650698,-135.446943172406,34.30307169768528
19.33182044931764,-118.6457612351933,54.8829382974493
35.33464921414031,-83.95913022235898,70.82034131873679
64.58457641687939,-42.68834962836087,65.30207927768988
118.0475143723375,-16.49520878372909,44.9503674196404
215.7669279974594,-5.805640651023865,26.65633418828197
394.378208342609,-2.248907645548536,14.96771422691772
720.8434242404268,-1.148225990766752,8.269002625587584
1317.555664280663,-0.8146699261745783,4.564900336871333
2408.224685280693,-0.7119624058734518,2.55464284287604
4401.746576651572,-0.6726456444472783,1.498654954536213
8045.500506446934,-0.6326365604509201,1.000302070329682
14705.54409983283,-0.5302332095419987,0.8541228020541545
26878.75379522288,-0.2454821663292877,0.8987181802320786
49128.91360425225,0.2534952010114818,0.7868866222985261
89797.69561946938,0.5111182920073835,0.4093139914132009
164131.9855660097,0.5101609741104616,0.1781055415454103
300000,0.487636633279074,0.08770544084371722
