/vpos_gain_ninv_cm X,/vpos_gain_ninv_cm YRe,/vpos_gain_ninv_cm YReImag
1e-05,-1.290108923731519e-07,-3.383963897608758e-07
1.827797299627182e-05,-1.193470614479098e-06,-1.616002851588552e-06
3.340842968524418e-05,-8.209313219628186e-06,-4.90329096963946e-06
6.106383756347389e-05,-3.533716970595655e-05,-3.153352186568869e-06
0.0001116123174033905,-9.843584444011992e-05,2.749346451612818e-05
0.000204004692355049,-0.0002332793824168231,0.0001115566948100051
0.0003728792257978325,-0.0005922936422135426,0.0003007188159533161
0.0006815476420003525,-0.001647284500507373,0.0007589105062831955
0.001245730939615518,-0.004912558373010459,0.002033588839884343
0.002276943647491275,-0.0149623188717131,0.006738244889084366
0.004161791450287818,-0.0419704321571612,0.02696394216028011
0.007606911174447567,-0.09157862427692356,0.1013922781802154
0.0139038917031591,-0.1286736020473375,0.2881244954558004
0.02541349570934297,-0.08388904689530852,0.6236263907980378
0.04645071883162406,0.1425691900325492,1.141379195202368
0.08490249844618394,0.7645514185271612,1.789319667531213
0.155184557391536,1.919511697196958,2.160263556165568
0.283645914944089,3.103394265434186,1.843656544587355
0.5184472373850871,3.766569890560452,1.20996306958324
0.9476164604916348,4.02016344650771,0.7011216715239759
1.732050807568878,4.10248937880074,0.3850092571727194
3.165837788891475,4.127726701097639,0.2007088873105455
5.786509761593527,4.135227156525714,0.08954782497164432
10.57656691650698,4.13710477528655,0.01161463098048182
19.33182044931764,4.136422659516605,-0.06199655321404155
35.33464921414031,4.132065846989769,-0.1587087950927436
64.58457641687939,4.116947708140475,-0.314004661986342
118.0475143723375,4.066925471794833,-0.581493279061667
215.7669279974594,3.906909184316172,-1.03476838227179
394.378208342609,3.441173279479166,-1.706337955335084
720.8434242404268,2.38826394418028,-2.339686398947063
1317.555664280663,0.9455333953400527,-2.320353124470017
2408.224685280693,-0.09924665526233514,-1.648036419013293
4401.746576651572,-0.554940504145841,-0.9238426943166411
8045.500506446934,-0.694761137021623,-0.3801853888172985
14705.54409983283,-0.6823903986087689,0.04406040942503461
26878.75379522288,-0.4974750808278918,0.4296180732835887
49128.91360425225,-0.02891938480496587,0.624271611717708
89797.69561946938,0.3378599336875781,0.3805226794332153
164131.9855660097,0.3794714419723681,0.1606152638921356
300000,0.3661628581819402,0.07044551171676988
