output noise; V**2 / Hz X,output noise; V**2 / Hz Y
1,9.030339162884053e-07
1.258925411794167,7.263762537332907e-07
1.584893192461114,5.872723687353334e-07
1.99526231496888,4.776533548897657e-07
2.511886431509581,3.911812967854741e-07
3.16227766016838,3.228705037092993e-07
3.981071705534974,2.687895747508296e-07
5.011872336272725,2.25826015926894e-07
6.309573444801935,1.914990637172409e-07
7.943282347242818,1.638100481413303e-07
10.00000000000001,1.411231635890956e-07
12.58925411794168,1.220746768043512e-07
15.84893192461115,1.055155035338325e-07
19.95262314968881,9.050033642920172e-08
25.11886431509582,7.633742649413372e-08
31.62277660168382,6.268884119877259e-08
39.81071705534977,4.964983395875582e-08
50.11872336272729,3.768600393159931e-08
63.0957344480194,2.737749688413739e-08
79.43282347242825,1.910651668444287e-08
100.0000000000001,1.29017170652272e-08
125.8925411794169,8.499066426973395e-09
158.4893192461116,5.503447573969898e-09
199.5262314968883,3.524247051795143e-09
251.1886431509584,2.241854548376763e-09
316.2277660168385,1.421167277118512e-09
398.107170553498,8.998984716439997e-10
501.1872336272732,5.702592399708289e-10
630.9573444801945,3.623051776038669e-10
794.3282347242831,2.312751167527862e-10
1000.000000000002,1.487549801763089e-10
1258.92541179417,9.678967920783258e-11
1584.893192461117,6.406057192943049e-11
1995.262314968884,4.344058233234221e-11
2511.886431509586,3.044354372658615e-11
3162.277660168386,2.224515901326507e-11
3981.071705534981,1.706621965152174e-11
5011.872336272734,1.378428551902351e-11
6309.573444801948,1.168900515977787e-11
7943.282347242834,1.032749727731018e-11
10000.00000000003,9.405967089389896e-12
12589.25411794171,8.726189648844225e-12
15848.93192461118,8.143549170803339e-12
19952.62314968885,7.539381040849602e-12
25118.86431509587,6.807201745137049e-12
30000,6.099846176253056e-12
