/vpos_gain_ninv X,/vpos_gain_ninv YRe,/vpos_gain_ninv YReImag,/vpos_gain_ninv_cm X,/vpos_gain_ninv_cm YRe,/vpos_gain_ninv_cm YReImag
6.309573444801933e-05,53.23459714577504,69.02149546399876,6.309573444801933e-05,-0.02704143496485673,0.02122484674140378
6.683439175686147e-05,57.1301535879509,69.92872513522966,6.683439175686147e-05,-0.02901914568046608,0.02410048039831972
7.07945784384138e-05,61.11609710840771,70.62291455040257,7.07945784384138e-05,-0.03104247177309114,0.02728214331026833
7.498942093324559e-05,65.16840901661996,71.09301364082383,7.498942093324559e-05,-0.03309916125051915,0.03078716892149003
7.943282347242815e-05,69.26137677039324,71.33138905563321,7.943282347242815e-05,-0.03517609596896094,0.03463184733996293
8.413951416451952e-05,73.36823086353472,71.3341242146042,8.413951416451952e-05,-0.03725961480978428,0.03883131560545196
8.912509381337456e-05,77.46183559337261,71.10117261385443,8.912509381337456e-05,-0.03933586417572438,0.04339952092367966
9.440608762859235e-05,81.51540458663554,70.63636188592609,9.440608762859235e-05,-0.04139116098813869,0.04834926700441695
0.0001,85.50319243206064,69.94723933392974,0.0001,-0.04341234344572951,0.05369233901139629
0.0001059253725177289,89.40113475922197,69.04477946030595,0.0001059253725177289,-0.04538709546522695,0.05943970720700238
0.0001122018454301963,93.18739263108479,67.9429643207357,0.0001122018454301963,-0.04730422236152107,0.0656017918685836
0.0001188502227437018,96.84278823515976,66.65827524937994,0.0001188502227437018,-0.04915387112903584,0.07218878188649704
0.0001258925411794167,100.3511096859733,65.20912282963391,0.0001258925411794167,-0.05092768403280307,0.07921098590524005
0.0001333521432163324,103.6992824533139,63.61525153799483,0.0001333521432163324,-0.05261888422625761,0.08667919988315131
0.0001412537544622754,106.8774107249437,61.89715072960159,0.0001412537544622754,-0.05422229505911139,0.09460507341026454
0.0001496235656094434,109.8787094459454,60.07550484413001,0.0001496235656094434,-0.05573430358936755,0.1030014677528005
0.0001584893192461114,112.6993294003648,58.17069514106111,0.0001584893192461114,-0.0571527694919613,0.1118827812826361
0.000167880401812256,115.3381127329772,56.20237785935385,0.000167880401812256,-0.05847689833301724,0.1212652479304729
0.0001778279410038923,117.7962942145996,54.18914230213498,0.0001778279410038923,-0.05970708696384767,0.1311671990144693
0.0001883649089489801,120.0771685624014,52.14825051895765,0.0001883649089489801,-0.06084475132759243,0.1416092856173559
0.000199526231496888,122.1857489420119,50.09545831133856,0.000199526231496888,-0.06189214940396685,0.1526146692451635
0.0002113489039836647,124.1284269553355,48.04490785520314,0.0002113489039836647,-0.06285220449609452,0.1642091780923187
0.000223872113856834,125.9126508688029,46.00908457351606,0.000223872113856834,-0.06372833731444431,0.1764214381856753
0.0002371373705661656,127.5466314060069,43.9988275297282,0.0002371373705661656,-0.0645243115473443,0.1892829859892974
0.0002511886431509581,129.0390769807956,42.02338096517663,0.0002511886431509581,-0.06524409380958435,0.2028283630158564
0.000266072505979881,130.3989656402592,40.09047820790205,0.000266072505979881,-0.06589173158658111,0.2170952037921865
0.0002818382931264454,131.6353517673502,38.20644745638105,0.0002818382931264454,-0.06647124810683148,0.2321243189048479
0.0002985382618917959,132.7572091418987,36.37633203682471,0.0002985382618917959,-0.06698655485627254,0.2479597822286961
0.0003162277660168379,133.7733039493837,34.60401700513916,0.0003162277660168379,-0.0674413783856386,0.2646490195962871
0.0003349654391578277,134.6920963680925,32.89235728186481,0.0003349654391578277,-0.06783920059813618,0.282242904183286
0.0003548133892335755,135.5216719261418,31.24330423623072,0.0003548133892335755,-0.06818321297233081,0.3007958711550579
0.0003758374042884442,136.2696901918937,29.65802534840188,0.0003758374042884442,-0.06847627829211551,0.3203660366270118
0.0003981071705534973,136.9433541732102,28.13701672700834,0.0003981071705534973,-0.06872090140371857,0.3410153357521535
0.0004216965034285823,137.5493948489735,26.68020655677471,0.0004216965034285823,-0.06891920599966489,0.3628096773243095
0.0004466835921509632,138.0940654032979,25.28704839000434,0.0004466835921509632,-0.06907291447709059,0.3858191092222599
0.0004731512589614805,138.583149695172,23.9566055463639,0.0004731512589614805,-0.069183332901408,0.4101180140506167
0.0005011872336272723,139.0219731168484,22.68762490864144,0.0005011872336272723,-0.06925133485483824,0.4357853111285421
0.0005308844442309884,139.4154215785001,21.47860208608246,0.0005308844442309884,-0.06927734675390283,0.4629046852244907
0.0005623413251903491,139.7679612445664,20.3278375164027,0.0005623413251903491,-0.0692613306117546,0.4915648258044093
0.0005956621435290105,140.0836654422289,19.23348544360061,0.0005956621435290105,-0.06920276705980076,0.5218597020894368
0.0006309573444801932,140.3662385548361,18.19359505672975,0.0006309573444801932,-0.0691006331523331,0.5538888453473678
0.0006683439175686146,140.6190408530393,17.20614536614173,0.0006683439175686146,-0.06895337645439263,0.5877576526341066
0.0007079457843841379,140.845115662656,16.2690747496985,0.0007079457843841379,-0.06875888558757867,0.6235777220051215
0.0007498942093324559,141.0472139677868,15.38030525170113,0.0007498942093324559,-0.06851445421755652,0.6614672033699267
0.0007943282347242815,141.2278190859918,14.53776268066586,0.0007943282347242815,-0.06821673915090368,0.7015511772168128
0.0008413951416451951,141.3891682024505,13.7393927533129,0.0008413951416451951,-0.06786171024092047,0.7439620483582842
0.0008912509381337456,141.533275544185,12.98317434452633,0.0008912509381337456,-0.06744459361958774,0.7888399790635851
0.0009440608762859234,141.6619526926431,12.26712981405623,0.0009440608762859234,-0.06695980514843357,0.8363333428818651
0.001,141.7768259892338,11.5893328836498,0.001,-0.06640087308112014,0.886599197277474
0.001059253725177289,141.8793559712071,10.94791485710449,0.001059253725177289,-0.06576035113908775,0.9398038052577586
0.001122018454301963,141.9708509671056,10.34106881086555,0.001122018454301963,-0.06502971699669685,0.9961231607911187
0.001188502227437019,142.0524857845516,9.767052917611341,0.001188502227437019,-0.06419925986427016,1.055743588377202
0.001258925411794167,142.1253097348798,9.22419192477976,0.001258925411794167,-0.0632579482697514,1.118862312430136
0.001333521432163324,142.1902648114957,8.710878520373154,0.001333521432163324,-0.06219328579632759,1.185688142602645
0.001412537544622754,142.2481913994925,8.225573148856212,0.001412537544622754,-0.06099114247745192,1.256442112592983
0.001496235656094434,142.2998418089264,7.766803808948186,0.001496235656094434,-0.05963556873963432,1.331358225357472
0.001584893192461114,142.3458884327315,7.333165063390405,0.001584893192461114,-0.05810858344157732,1.410684206167373
0.00167880401812256,142.386932462944,6.923316750291645,0.00167880401812256,-0.05638993580039211,1.49468231114409
0.001778279410038923,142.423509353037,6.535982276497698,0.001778279410038923,-0.05445683648308741,1.583630155847165
0.001883649089489801,142.4560994542662,6.169946972128541,0.001883649089489801,-0.05228365763318987,1.677821653670595
0.00199526231496888,142.4851285879296,5.824055835908132,0.00199526231496888,-0.04984159189570103,1.777567902706391
0.002113489039836647,142.5109793829716,5.497211685091183,0.002113489039836647,-0.04709827396975687,1.883198252567909
0.00223872113856834,142.5339901716698,5.188372716570793,0.00223872113856834,-0.04401735105910219,1.995061285435826
0.002371373705661655,142.5544642853144,4.896550482823256,0.002371373705661655,-0.04055800486394329,2.113525988098695
0.00251188643150958,142.572671957108,4.620807569044285,0.00251188643150958,-0.03667441254878922,2.238982898312646
0.00266072505979881,142.5888533035356,4.360255352626946,0.00266072505979881,-0.03231514280521382,2.37184532789479
0.002818382931264454,142.6032209279267,4.114051796955923,0.002818382931264454,-0.02742247869718002,2.512550646567531
0.00298538261891796,142.6159646851814,3.881399361495243,0.00298538261891796,-0.02193165901609045,2.661561674669435
0.00316227766016838,142.6272546520063,3.661542908831316,0.00316227766016838,-0.01577002727354664,2.819368126355319
0.003349654391578277,142.6372393664439,3.453767564868612,0.003349654391578277,-0.008856077601080301,2.98648803316854
0.003548133892335755,142.6460512628134,3.257396854278807,0.003548133892335755,-0.001098387155317793,3.163469375301397
0.003758374042884443,142.6538074431921,3.071790786244224,0.003758374042884443,0.007605580491105199,3.350891704711064
0.003981071705534973,142.6606112237434,2.896344047548072,0.003981071705534973,0.01737081501825274,3.549367857161995
0.004216965034285824,142.666553533252,2.730484278788836,0.004216965034285824,0.02832625898561743,3.759545736409924
0.004466835921509632,142.671714635987,2.573670442852874,0.004466835921509632,0.04061648615825257,3.982110182205857
0.004731512589614806,142.6761632692638,2.425391234001274,0.004731512589614806,0.05440357836487035,4.217784838864108
0.005011872336272724,142.6799605668077,2.285163662251487,0.005011872336272724,0.06986922566465573,4.467334222148525
0.005308844442309884,142.6831589762302,2.152531632040893,0.005308844442309884,0.08721707279822938,4.731565713579171
0.005623413251903492,142.6858040286509,2.027064658400958,0.005623413251903492,0.1066753420038812,5.011331689819968
0.005956621435290106,142.6879320766701,1.908356608568736,0.005956621435290106,0.128499759478547,5.307531559628716
0.006309573444801934,142.6895783743106,1.79602467045967,0.006309573444801934,0.1529768306123654,5.621114203660269
0.006683439175686147,142.6907677488057,1.689708160451093,0.006683439175686147,0.1804274791502435,5.953079805092591
0.00707945784384138,142.6915231176373,1.589067651527787,0.00707945784384138,0.2112111208622633,6.304482330402091
0.00749894209332456,142.6918615063641,1.493784007828188,0.00749894209332456,0.2457301898388934,6.676431513725428
0.007943282347242817,142.6917965765771,1.403557569292168,0.007943282347242817,0.2844351851705608,7.070095039990975
0.008413951416451954,142.6913381189397,1.318107359850509,0.008413951416451954,0.3278302807423022,7.486700508557098
0.008912509381337459,142.6904945796169,1.237170377096523,0.008912509381337459,0.3764795662382807,7.927537411483798
0.009440608762859237,142.689269577678,1.160500866810427,0.009440608762859237,0.4310139618753207,8.393958606788985
0.01,142.68766841536,1.087869714609127,0.01,0.4921389128800372,8.887382081278879
0.01059253725177289,142.6856922406902,1.019063744698032,0.01059253725177289,0.5606428767088567,9.409291692060707
0.01122018454301964,142.6833425761295,0.9538851026874223,0.01122018454301964,0.6374067399568857,9.961238071163022
0.01188502227437019,142.6806209822383,0.8921505751286912,0.01188502227437019,0.7234142019084125,10.54483872618653
0.01258925411794168,142.6775287550511,0.8336908707866942,0.01258925411794168,0.8197632156886314,11.16177746098419
0.01333521432163325,142.6740710234015,0.778349867502542,0.01333521432163325,0.927678595335134,11.81380332095157
0.01412537544622755,142.6702535053959,0.725983736780473,0.01412537544622755,1.048525806070629,12.5027279972704
0.01496235656094434,142.6660831418957,0.6764600037876501,0.01496235656094434,1.183826063596517,13.2304222761683
0.01584893192461114,142.6615736294293,0.629656528411641,0.01584893192461114,1.33527283779773,13.99881151126589
0.01678804018122561,142.6567395240593,0.5854603297084491,0.01678804018122561,1.504749679206165,14.80986833253021
0.01778279410038924,142.6515995905141,0.5437663651880316,0.01778279410038924,1.694349549864504,15.66560408400094
0.01883649089489802,142.6461799946318,0.5044762312053701,0.01883649089489802,1.906395606965369,16.56805788704385
0.01995262314968881,142.6405074479829,0.4674967842800415,0.01995262314968881,2.143463252131721,17.51928169536706
0.02113489039836648,142.6346169714785,0.4327388152979019,0.02113489039836648,2.408403641603293,18.52132358474535
0.02238721138568341,142.6285445752375,0.400115717735574,0.02238721138568341,2.70436810018299,19.57620535959527
0.02371373705661657,142.622329657494,0.369542290723809,0.02371373705661657,3.034833488155755,20.68589670925456
0.02511886431509582,142.616017204737,0.3409336904145217,0.02511886431509582,3.403628036135863,21.85228423536906
0.02660725059798812,142.6096498755612,0.3142045565925236,0.02660725059798812,3.814956861220005,23.07713305093683
0.02818382931264456,142.6032749361261,0.2892684129950702,0.02818382931264456,4.273426998390636,24.36204386331205
0.02985382618917962,142.5969351851103,0.2660372885114629,0.02985382618917962,4.784070319264305,25.70840014375317
0.03162277660168382,142.5906758059748,0.2444216347264662,0.03162277660168382,5.352363996732876,27.1173096865564
0.03349654391578279,142.5845354200106,0.224330460747624,0.03349654391578279,5.984246174915132,28.58953460234445
0.03548133892335757,142.5785531151351,0.2056717141978928,0.03548133892335757,6.686126121722933,30.12541478934241
0.03758374042884444,142.5727607891312,0.1883528116617685,0.03758374042884444,7.464885702337129,31.72477888687979
0.03981071705534975,142.5671856045835,0.1722813072918741,0.03981071705534975,8.327870650852169,33.38684733099329
0.04216965034285826,142.5618526204885,0.1573656253505661,0.04216965034285826,9.282868581700896,35.11012620633527
0.04466835921509635,142.5567777843914,0.1435157949508649,0.04466835921509635,10.33806994265017,36.89229029353482
0.04731512589614809,142.5519759223115,0.1306441658011519,0.04731512589614809,11.5020099856378,38.73006276148234
0.05011872336272727,142.5474540216444,0.118666035669439,0.05011872336272727,12.78348634532112,40.61908685496388
0.05308844442309888,142.5432146231849,0.1075001868501171,0.05308844442309888,14.19145024140639,42.5537991716471
0.05623413251903496,142.5392592294301,0.09706930329331627,0.05623413251903496,15.73486748804282,44.52730704332109
0.0595662143529011,142.5355828752874,0.08730025849463609,0.0595662143529011,17.42254550724888,46.53127321459328
0.06309573444801939,142.5321786763989,0.07812428817232787,0.06309573444801939,19.26292634261284,48.55582080495991
0.06683439175686152,142.5290363521288,0.06947704648997181,0.06683439175686152,21.26384376409794,50.58946263404302
0.07079457843841386,142.5261467697904,0.06129856514711022,0.07079457843841386,23.43224751881951,52.61906867405324
0.07498942093324565,142.5234964332478,0.05353312581865214,0.07498942093324565,25.77389663201114,54.62987671970279
0.07943282347242822,142.5210719099131,0.04612906942527659,0.07943282347242822,28.29303182118479,56.60556400827808
0.08413951416451959,142.5188592459741,0.03903855357843368,0.08413951416451959,30.99203561591266,58.52838468546862
0.08912509381337463,142.5168442419781,0.03221727546633154,0.08912509381337463,33.87109526771906,60.37938337821745
0.09440608762859243,142.5150117686728,0.02562417321140583,0.09440608762859243,36.92788580315629,62.1386893683805
0.1000000000000001,142.5133499503865,0.01922111634650912,0.1000000000000001,40.15729523820112,63.78589473477841
0.105925372517729,142.5118443595764,0.01297259545157414,0.105925372517729,43.55121041103268,65.3005052906466
0.1122018454301965,142.5104821335689,0.00684541664361554,0.1122018454301965,47.09839062054325,66.66246162662627
0.118850222743702,142.5092510611763,0.0008084067352231437,0.118850222743702,50.78444562978856,67.85270571079579
0.1258925411794168,142.5081396390426,-0.005167867716534442,0.1258925411794168,54.59193534874593,68.85377087854587
0.1333521432163325,142.5071371040956,-0.01111136529748022,0.1333521432163325,58.50060017895489,69.65036467659924
0.1412537544622756,142.5062334657369,-0.01704881748295566,0.1412537544622756,62.4877226681939,70.22991111346597
0.1496235656094435,142.5054194571182,-0.0230059589522628,0.1496235656094435,66.52861129063814,70.58301825718829
0.1584893192461115,142.5046865487439,-0.02900774088105791,0.1584893192461115,70.59718728272387,70.70383989877909
0.1678804018122562,142.5040269102804,-0.03507852799283106,0.1678804018122562,74.66664638023551,70.59030579767048
0.1778279410038925,142.5034333691674,-0.04124228052380615,0.1778279410038925,78.71016054005624,70.24420383472685
0.1883649089489803,142.5028993818293,-0.04752272246753556,0.1883649089489803,82.70158098376271,69.6711080284708
0.1995262314968882,142.5024189801321,-0.05394349756456394,0.1995262314968882,86.61610374751683,68.88015769682325
0.2113489039836649,142.5019867386829,-0.06052831461266881,0.2113489039836649,90.43086247502752,67.88370382050832
0.2238721138568342,142.5015967277094,-0.06730108252487793,0.2238721138568342,94.12541913116041,66.69684704667144
0.2371373705661658,142.5012464475209,-0.07428604324581077,0.2371373705661658,97.68213680118392,65.33690119999349
0.2511886431509583,142.5009308344828,-0.08150788781113727,0.2511886431509583,101.0864150291236,63.82280922422769
0.2660725059798812,142.5006461863331,-0.08899187821318839,0.2660725059798812,104.3268005730384,62.17455451370287
0.2818382931264457,142.5003891338465,-0.09676396061455356,0.2818382931264457,107.3949727052645,60.41259099968999
0.2985382618917963,142.5001566269964,-0.1048508773307716,0.2985382618917963,110.2856223718836,58.5573199488941
0.3162277660168383,142.4999458704349,-0.113280277553387,0.3162277660168383,112.9962445298901,56.62863157443587
0.3349654391578281,142.4997543137024,-0.1220808278972969,0.3349654391578281,115.5268659211427,54.64552320789269
0.3548133892335759,142.4995796229848,-0.1312823235784731,0.3548133892335759,117.8797304928205,52.62579915750504
0.3758374042884446,142.499419654722,-0.1409158010403012,0.3758374042884446,120.0589631536291,50.58585176216961
0.3981071705534977,142.4992724309353,-0.1510136527589243,0.3981071705534977,122.0702297906997,48.54051868877376
0.4216965034285827,142.4991361178259,-0.1616097449055533,0.4216965034285827,123.9204080714032,46.50300838086402
0.4466835921509636,142.4990090074804,-0.1727395384994162,0.4466835921509636,125.6172799437814,44.48488368442384
0.473151258961481,142.4988894940068,-0.1844402146378091,0.473151258961481,127.1692532720161,42.49609288613362
0.5011872336272729,142.4987760592282,-0.1967508044096772,0.5011872336272729,128.5851169706653,40.54503748863368
0.530884444230989,142.4986672558432,-0.2097123240422559,0.530884444230989,129.8738313942803,38.63866674841547
0.5623413251903497,142.4985616827708,-0.2233679158302057,0.5623413251903497,131.0443537190748,36.78259011799583
0.5956621435290111,142.4984579796914,-0.2377629954708808,0.5956621435290111,132.1054966017956,34.9812000656793
0.630957344480194,142.4983547963835,-0.2529454062814182,0.630957344480194,133.0658173432429,33.23779910964155
0.6683439175686154,142.4982507910735,-0.2689655810045422,0.6683439175686154,133.9335342927254,31.55472626323689
0.7079457843841388,142.4981446014825,-0.2858767116687504,0.7079457843841388,134.7164668733456,29.93347927507027
0.7498942093324568,142.4980348376763,-0.3037349282415738,0.7498942093324568,135.4219956954942,28.37483013084708
0.7943282347242825,142.4979200539937,-0.3225994866009518,0.7943282347242825,136.0570393020769,26.87893214699648
0.8413951416451961,142.4977987372366,-0.3425329665914932,0.8413951416451961,136.6280444361443,25.4454177180559
0.8912509381337467,142.4976692887793,-0.363601480796271,0.8912509381337467,137.1409869998413,24.07348632290238
0.9440608762859246,142.4975299952453,-0.3858748947174532,0.9440608762859246,137.6013812488862,22.76198281658363
1.000000000000001,142.4973790146857,-0.4094270592145016,1.000000000000001,138.0142951570159,21.5094663388869
1.05925372517729,142.4972143473632,-0.4343360558799655,1.05925372517729,138.3843701702195,20.3142703633406
1.122018454301965,142.497033812929,-0.460684456258691,1.122018454301965,138.7158439333254,19.17455454550608
1.18850222743702,142.4968350183465,-0.4885595957160605,1.18850222743702,139.0125748133333,18.08834909010096
1.258925411794169,142.4966153280843,-0.5180538629143925,1.258925411794169,139.2780673118998,17.05359238349874
1.333521432163326,142.496371827664,-0.5492650058165032,1.333521432163326,139.5154976458012,16.06816262624711
1.412537544622756,142.4961012903014,-0.5822964552746306,1.412537544622756,139.7277389652948,15.12990417203037
1.496235656094435,142.4958001257348,-0.6172576671514051,1.496235656094435,139.91738579307,14.23664923125945
1.584893192461116,142.4954643395744,-0.6542644842433806,1.584893192461116,140.0867774307565,13.3862355502522
1.678804018122563,142.4950894787466,-0.6934395190501517,1.678804018122563,140.2380201213229,12.5765206144225
1.778279410038925,142.4946705674306,-0.7349125586374489,1.778279410038925,140.3730078572642,11.8053928702386
1.883649089489803,142.4942020497109,-0.7788209930126524,1.883649089489803,140.4934417931795,11.07078040571374
1.995262314968882,142.4936777091707,-0.825310268177349,1.995262314968882,140.6008482194751,10.37065747260733
