/I0/vpos_gain X,/I0/vpos_gain YRe,/I0/vpos_gain YReImag
1e-05,-0.01171006365089286,-0.04733946053801795
1.827797299627182e-05,-0.03329113510670438,-0.075329119668733
3.340842968524418e-05,-0.07430867065575243,-0.09889351648519538
6.106383756347389e-05,-0.1181978946715881,-0.1059126052417895
0.0001116123174033905,-0.1457958753997934,-0.1147119505846071
0.000204004692355049,-0.1640847399122794,-0.1512271279444283
0.0003728792257978325,-0.1881771380602741,-0.2310798358982077
0.0006815476420003525,-0.2277429582434713,-0.3740762606945676
0.001245730939615518,-0.3041179504917384,-0.6292742518836463
0.002276943647491275,-0.5069177372321765,-1.063850738724686
0.004161791450287818,-1.048170578010382,-1.655672172179488
0.007606911174447567,-2.105351381370941,-2.049536777881576
0.0139038917031591,-3.263631308897566,-1.791397759529661
0.02541349570934297,-3.92810871509844,-1.171853961147278
0.04645071883162406,-4.166096687405443,-0.669035239535539
0.08490249844618394,-4.235241288917218,-0.3682821588760558
0.155184557391536,-4.254939539241929,-0.2015521437562038
0.283645914944089,-4.260700760720505,-0.1101720339985339
0.5184472373850871,-4.262411534381489,-0.0600906832214923
0.9476164604916348,-4.26292229744788,-0.03253845839621679
1.732050807568878,-4.263074936918763,-0.01718517994815626
3.165837788891475,-4.263120180918684,-0.008274737667258175
5.786509761593527,-4.263132271092401,-0.002466535604864295
10.57656691650698,-4.263131040409403,0.002416944459750368
19.33182044931764,-4.263114470406996,0.008206501887273555
35.33464921414031,-4.263055384784296,0.01707245090211119
64.58457641687939,-4.262856886018959,0.03233735942184565
118.0475143723375,-4.262193552118889,0.05971609014004161
215.7669279974594,-4.259979051615562,0.1094241432675047
394.378208342609,-4.25259960468014,0.1997996676159658
720.8434242404268,-4.228154815822717,0.3629262557354102
1317.555664280663,-4.148750023897261,0.6493478943187196
2408.224685280693,-3.906380945439133,1.108447642475016
4401.746576651572,-3.287829195939247,1.660053483095854
8045.500506446934,-2.235517427992501,1.8963451074766
14705.54409983283,-1.267852514479875,1.554724338450515
26878.75379522288,-0.7665646168090819,1.039967725341325
49128.91360425225,-0.5743784676682746,0.6902885315053071
89797.69561946938,-0.4852879826485312,0.5513244817669141
164131.9855660097,-0.3619138583794855,0.5921245151011453
300000,-0.03733468781100116,0.690221748015371
