/vpos_gain_ninv X,/vpos_gain_ninv YRe,/vpos_gain_ninv YReImag
1e-05,-0.005413102854943628,0.002063053453643487
1.827797299627182e-05,-0.01414442332657796,0.01044226766410027
3.340842968524418e-05,-0.02348893839440853,0.0393020039721634
6.106383756347389e-05,-0.008299136634179942,0.09257209361633296
0.0001116123174033905,0.03930822249067744,0.1411144725235242
0.000204004692355049,0.08724659878476564,0.1830364256325362
0.0003728792257978325,0.1284231317574838,0.2543985647076198
0.0006815476420003525,0.1764861690624944,0.3873944658852806
0.001245730939615518,0.2562408793535135,0.6328563864917153
0.002276943647491275,0.4584603143662768,1.057867592990841
0.004161791450287818,0.9943880144930594,1.639982954653481
0.007606911174447567,2.039947617895079,2.02690315988365
0.0139038917031591,3.184365025129415,1.769288494502684
0.02541349570934297,3.839228547002299,1.155327415319265
0.04645071883162406,4.072283649502969,0.6584167451316331
0.08490249844618394,4.139380383010644,0.3620793553729093
0.155184557391536,4.158370296716245,0.1981190910602403
0.283645914944089,4.163908545956953,0.108359553026801
0.5184472373850871,4.165551522580039,0.05924355546163603
0.9476164604916348,4.166041932086471,0.0323431585091343
1.732050807568878,4.166188596207962,0.01756916124149399
3.165837788891475,4.166232471421676,0.009382066009816109
5.786509761593527,4.166245556914356,0.0047123696262947
10.57656691650698,4.166249318368496,0.001809363305776196
19.33182044931764,4.166249925439856,-0.000415302483757206
35.33464921414031,4.16624837389815,-0.002795664428246703
64.58457641687939,4.166242118901123,-0.006224124616425562
118.0475143723375,4.166220901538844,-0.01198598842963366
215.7669279974594,4.166149922653137,-0.02224115239376693
394.378208342609,4.165912779735011,-0.04083283679823399
720.8434242404268,4.165120676813513,-0.07472206999640239
1317.555664280663,4.162476200730441,-0.1365587431237776
2408.224685280693,4.153661660985227,-0.2491888323396537
4401.746576651572,4.12443774409341,-0.4527999869741146
8045.500506446934,4.029239530238345,-0.8116603667670762
14705.54409983283,3.736093638842034,-1.393640874403508
26878.75379522288,2.969949983299042,-2.117767312172182
49128.91360425225,1.603948838025071,-2.470964727679345
89797.69561946938,0.2738714390905583,-2.023847038963589
164131.9855660097,-0.4396418435170137,-1.245512880641191
300000,-0.6967550731223251,-0.594006954143882
