/vpos_gain_ninv X,/vpos_gain_ninv YRe,/vpos_gain_ninv YReImag
1e-05,2.08890080119953,17.08881134210459
1.827797299627182e-05,6.746203166807618,30.19432591076315
3.340842968524418e-05,20.28082938951936,49.66189854116086
6.106383756347389e-05,50.7686527443762,68.01493190656736
0.0001116123174033905,92.3017860566836,67.65307930097505
0.000204004692355049,122.2336135069836,49.01508951558464
0.0003728792257978325,135.3737301688004,29.69695096425672
0.0006815476420003525,139.8744045737834,16.78328115214241
0.001245730939615518,141.28000040567,9.266681829005153
0.002276943647491275,141.7051629973951,5.070882133956157
0.004161791450287818,141.8294337771498,2.751259826031692
0.007606911174447567,141.8558927853763,1.462030243943635
0.0139038917031591,141.8354641130566,0.735241783322923
0.02541349570934297,141.7791809845374,0.3325122334322622
0.04645071883162406,141.7183191297323,0.1322567468465704
0.08490249844618394,141.6836387925704,0.03474188571116126
0.155184557391536,141.6702754336835,-0.03224178475983808
0.283645914944089,141.6658550738575,-0.1075612245748482
0.5184472373850871,141.6642543705158,-0.2225338887653613
0.9476164604916348,141.6629584494758,-0.4208199151906309
1.732050807568878,141.6598520469012,-0.7768394638115225
3.165837788891475,141.6498419400442,-1.424005450474221
5.786509761593527,141.6165197763224,-2.604482754313303
10.57656691650698,141.5053411663224,-4.758015125749743
19.33182044931764,141.1351728925879,-8.674807329935184
35.33464921414031,139.9123105060995,-15.71989878546811
64.58457641687939,135.9750683950367,-27.93107122110898
118.0475143723375,124.2790058310079,-46.69824941285257
215.7669279974594,96.46265713698907,-66.42734035676733
394.378208342609,54.91753140641615,-69.74499089402039
720.8434242404268,21.99492477445885,-52.63744022235472
1317.555664280663,6.657973035063225,-32.48404524542882
2408.224685280693,1.272317288914005,-18.4715613493142
4401.746576651572,-0.4241460206113486,-10.2101883024031
8045.500506446934,-0.9393665178144889,-5.57357264657267
14705.54409983283,-1.092323020495331,-2.992654394223538
26878.75379522288,-1.131238280517789,-1.528219072491656
49128.91360425225,-1.119202385961265,-0.6376464815425555
89797.69561946938,-1.03689875984373,0.0006178109081634627
164131.9855660097,-0.7656882814035082,0.5518213744252058
300000,-0.1283431151324199,0.8434021172358923
