/vpos_gain_ninv_cm X,/vpos_gain_ninv_cm YRe,/vpos_gain_ninv_cm YReImag
1e-05,-0.001062490472534403,0.000129933219969598
1.827797299627182e-05,-0.003431320349061561,0.0007669948213840558
3.340842968524418e-05,-0.01031498165228864,0.00421458006130134
6.106383756347389e-05,-0.02581703061490701,0.01928453607353869
0.0001116123174033905,-0.04690791474761496,0.06408765850383145
0.000204004692355049,-0.0619795592045234,0.1551308660326455
0.0003728792257978325,-0.06811869769006783,0.3140321873760109
0.0006815476420003525,-0.06857470058656046,0.5930638047491217
0.001245730939615518,-0.06316375664470093,1.09484488403637
0.002276943647491275,-0.04292203785261355,2.0068822697212
0.004161791450287818,0.02530045638816193,3.669600468118625
0.007606911174447567,0.252770622382953,6.697638181221523
0.0139038917031591,1.006001937288241,12.17419910861793
0.02541349570934297,3.45649502874809,21.85086670196646
0.04645071883162406,11.0315442330355,37.70546611789064
0.08490249844618394,31.19094377952666,58.12078086608189
0.155184557391536,68.57693425002179,69.68269289071782
0.283645914944089,106.8965612585377,58.90167488714257
0.5184472373850871,128.3496298998105,37.56378460405758
0.9476164604916348,136.5076266231858,19.66679650936709
1.732050807568878,139.0011463952553,6.879389653587106
3.165837788891475,139.247958551711,-3.694911870403568
5.786509761593527,137.6189330089312,-15.48529858711504
10.57656691650698,131.7733189757029,-31.72868320191463
19.33182044931764,115.2222288859743,-52.98334296069861
35.33464921414031,81.0127780726143,-69.22577394896101
64.58457641687939,40.3038459516685,-64.0660095035666
118.0475143723375,14.46663652205714,-44.14272774626392
215.7669279974594,3.922304789710584,-26.17503122500655
394.378208342609,0.4140393991665674,-14.67826774906031
720.8434242404268,-0.6711406571120265,-8.071330677637684
1317.555664280663,-0.9983049033157088,-4.386336213039452
2408.224685280693,-1.093322696235357,-2.328598526305719
4401.746576651572,-1.110794616264425,-1.141574287425247
8045.500506446934,-1.07916426947765,-0.3866997913446875
14705.54409983283,-0.9513469877228707,0.193628069908988
26878.75379522288,-0.5804821503358654,0.6776977611923488
49128.91360425225,0.07542446843751319,0.7727325167677142
89797.69561946938,0.4309644968039252,0.4146399704982121
164131.9855660097,0.4511822856982503,0.1730904548209459
300000,0.4324582047390957,0.07583645746177758
