iinteg_noise X,iinteg_noise Y
1,0
1.059253725177289,0.0002485392823447646
1.122018454301963,0.0003517369673398349
1.188502227437018,0.0004311144411117735
1.258925411794167,0.0004982100972421178
1.333521432163324,0.0005574944016943584
1.412537544622754,0.0006112618077286197
1.496235656094433,0.0006608771132382319
1.584893192461113,0.0007072312975313085
1.67880401812256,0.0007509449025097568
1.778279410038923,0.0007924713351141011
1.883649089489801,0.0008321544111939721
1.99526231496888,0.0008702627162672491
2.113489039836647,0.0009070112694538081
2.238721138568339,0.0009425757935289931
2.371373705661655,0.0009771024596278485
2.51188643150958,0.001010714745716739
2.66072505979881,0.001043518389106855
2.818382931264454,0.001075605042272079
2.98538261891796,0.001107055023329105
3.162277660168379,0.001137939419837288
3.349654391578276,0.001168321721173373
3.548133892335754,0.001198259100841799
3.758374042884441,0.00122780343438147
3.981071705534972,0.001257002114370561
4.216965034285822,0.001285898707304098
4.466835921509631,0.00131453348537939
4.731512589614804,0.001342943857831889
5.011872336272723,0.001371164720307642
5.308844442309884,0.001399228736286142
5.623413251903491,0.00142716656117754
5.956621435290105,0.001455007017147114
6.309573444801933,0.001482777224787509
6.683439175686147,0.001510502696247851
7.07945784384138,0.001538207393237772
7.49894209332456,0.001565913751676891
7.943282347242817,0.001593642677846825
8.413951416451953,0.001621413513686822
8.912509381337458,0.001649243971971736
9.440608762859236,0.00167715004627669
10,0.001705145893263787
10.59253725177289,0.001733243689038456
11.22018454301964,0.00176145346074921
11.88502227437019,0.001789782895164209
12.58925411794168,0.001818237125897006
13.33521432163325,0.001846818505490393
14.12537544622755,0.001875526363262913
14.96235656094434,0.001904356754385766
15.84893192461114,0.001933302211510123
16.78804018122561,0.00196235150401593
17.78279410038923,0.00199148941909702
18.83649089489801,0.00202069657353183
19.9526231496888,0.00204994926889337
21.13489039836647,0.002079219411404996
22.3872113856834,0.002108474504621519
23.71373705661656,0.002137677732671969
25.11886431509581,0.002166788147149986
26.60725059798811,0.002195760966839363
28.18382931264455,0.0022245479998136
29.85382618917961,0.00225309818498835
31.6227766016838,0.002281358250809377
33.49654391578277,0.002309273478414537
35.48133892335755,0.002336788550198724
37.58374042884443,0.002363848457660981
39.81071705534974,0.00239039943908845
42.16965034285824,0.002416389909872104
44.66835921509633,0.002441771350353395
47.31512589614807,0.002466499117645467
50.11872336272725,0.00249053314888408
53.08844442309886,0.002513838530914126
56.23413251903494,0.002536385919313268
59.56621435290108,0.002558151799009376
63.09573444801936,0.002579118585223702
66.83439175686149,0.002599274573425766
70.79457843841382,0.002618613752841718
74.98942093324561,0.002637135503656599
79.43282347242818,0.00265484420059767
84.13951416451954,0.002671748747844235
